Unnamed: 0,tag,content,counts,link_next,link_prev,label,domain
284,html body text center div table tr td  ,Copyright © 2003 Yahoo! Holdings (Hong Kong) Limited. 版权所有 不得转载,2196,1,0,0,cleaneval
285,html body text center div table tr td a  ,电子公告发布声明,2200,1,1,0,cleaneval
286,html body text center div table tr td  ,-,2201,1,1,0,cleaneval
287,html body text center div table tr td a  ,雅虎ICP经营许可证,2203,1,1,0,cleaneval
288,html body text center div table tr td  ,-,2204,1,1,0,cleaneval
289,html body text center div table tr td a  ,人大关于维护互联网安全的决定,2206,1,1,0,cleaneval
290,html body text center div table tr td a  ,隐私权政策,2210,1,1,0,cleaneval
291,html body text center div table tr td  ,-,2211,1,1,0,cleaneval
292,html body text center div table tr td a  ,免责条款,2213,1,1,0,cleaneval
293,html body text center div table tr td  ,-,2214,1,1,0,cleaneval
294,html body text center div table tr td a  ,批评或建议,2216,1,1,0,cleaneval
295,html body text center div table tr td  ,-,2217,1,1,0,cleaneval
296,html body text center div table tr td a  ,帮助中心,2219,0,1,0,cleaneval
